Weight,Quantity
4913.73,9138
3719.45,6860
309.87,3908
7.6,350
2823.68,4426
4775.17,8170
2183.13,2821
1565.18,2177
3327.24,8371
4681.47,7921
1221.22,1851
3057.97,8231
2876.8,1580
1701.26,858
559.64,9980
3445.88,8342
3953.11,5500
4933.53,5333
1068.22,4893
1730.22,1590
381.21,2109
1829.56,100
4738.94,8591
3241.94,5832
3800.39,6450
415.72,7851
2198.24,2589
494.54,7277
1564.36,3960
192.49,6164
4569.52,2860
412.47,3717
2163.98,3091
1277.71,4642
4870.73,9290
2242.52,5786
2201.62,3900
2009.5,8360
1474.05,92
665.7,1185
1309.36,6207
1241.76,5809
52.54,6077
2158.62,6522
4465.18,3538
2897.28,2080
1669.78,9668
23.38,3132
2868.16,8144
2853.23,3358
1064.25,9844
893.37,1321
125.98,4219
1386.59,889
220.77,6744
4256.56,2346
3315.52,7231
1165.34,1590
3887.34,7120
3789.91,7073
4675.96,2659
1059.76,5643
1126.73,5898
2559.34,4804
2890.67,5189
3415.53,6596
4215.88,8353
302.68,7505
1164.71,4479
471.68,9540
1208.16,3288
4664.5,1435
388.85,8875
1038.84,2906
1575.54,8208
826.59,9658
2054.21,4125
4086.15,2605
3480.28,359
3139.75,6207
2220.26,1471
46.52,4944
1936.73,9229
1987.45,8199
2555.88,8014
2152.53,5030
4170.02,6345
4497.86,6531
2326.95,1380
2531.25,5990
844.48,5469
4803.6,6620
3743.13,4881
1916.97,5470
4822.44,8840
3093.32,1218
1582.21,703
1629.66,4584
4024.36,2400
1079.39,7395
113.28,8280
826.55,7013
2730.89,753
4851.71,3468
1067.2,7329
1501.75,2822
369.32,6456
462.81,5577
2188.6,7310
3074.11,4995
1036.64,953
1455.7,5482
3610.33,2875
3417.58,9367
3527.55,4237
404.08,9665
697.15,2012
4636.4,1250
1900.66,3807
4588.98,111
3564.78,7267
1366.83,4170
2917.52,3206
3465.54,3563
2821.91,3551
270.28,3571
2085.46,3179
347.97,6743
449.64,597
1958.16,4226
4544.5,9032
783.09,7278
808.83,4988
3807.25,5032
691.9,4042
129.67,2685
4964.11,860
4758.99,2706
391.62,4538
1511.59,6180
1509.65,9193
2557.51,7711
4832.55,4738
1975.04,5575
4009.71,5539
2845.3,4583
521.2,3413
895.16,603
1353.28,2511
1690.39,5365
1983.35,9549
595.69,1552
4893.37,7036
74.64,2741
1551.92,6106
3911.63,306
1641.32,7246
3124.1,2781
1914.41,272
2077.87,6295
2334.08,9521
3660.41,1875
538.04,5664
585.56,2744
2748.51,5664
4321.52,8359
2015.1,1175
3264.03,9336
4288.08,4811
269.33,5336
1693.24,1991
4243.54,8797
775.3,1311
4688.07,6663
857.4,8937
1582.56,8195
116.84,1702
3938.89,8052
189.19,2834
3467.9,2304
1224.87,8862
1768.65,5975
4336.17,1463
1801.84,2596
4979.17,6005
2353.35,8452
378.23,3667
2619.91,1052
1992.87,9131
2067.22,2865
3591.88,6721
457.18,7084
608.68,4993
1801.44,7238
2049.28,5818
3142.91,1583
4674.98,4611
2358.59,5513
4658.13,3718
1389.99,2995
2885.79,5097
2472.91,1974
4599.71,4486
1138.74,907
3340.77,4829
275.85,6168
2027.25,9560
1764.57,3090
4583.19,8790
3859.67,3122
4588.24,8919
1912.35,5395
4343.89,5997
3178.04,1945
3335.89,9436
127.76,8469
1422.3,5736
1355.4,3497
2415.39,9311
736.64,8587
2296.76,3507
4896.18,4676
508.28,2384
4946.76,6467
4122.22,5996
2551.6,3073
273.81,3028
4385.47,4170
121.49,424
2295.72,4070
2726.24,5503
2243.78,9846
1447.68,2405
4096.69,1730
1179.84,2452
1571.09,4709
2609.82,421
647.09,4369
167.49,8751
3157.04,3624
1725.61,5611
2547.65,5828
1433.49,2658
2632.8,8761
3733.51,5651
3907.6,1818
2337,9598
4454.32,5770
603.29,911
2627.36,5769
1616.31,3965
4897.22,8892
3125.26,6808
1084.35,9804
1675.07,623
4525.83,1610
2785.28,3485
4742.65,9255
3203.24,7320
1417.11,7631
4466.72,4812
3252.04,8164
3454.78,1522
3755.67,47
1685.6,3075
2921.06,1438
4074.52,870
4092.13,7281
4252.72,6337
3230.2,6524
3696.96,5280
4468.29,8708
831.2,2093
1026.28,5167
503.83,2177
4873.85,637
1125.15,671
2787.91,7254
516.16,2203
4795.25,9736
3160.5,3814
2505.34,916
3677.53,9787
2143.94,4806
2393.32,7455
2262.43,7369
2358.65,2540
4208.12,3614
3933.29,4924
57,1865
2185.58,8554
803.53,7676
3698.47,5161
4931.43,3557
2226.57,1022
3873.8,4091
2647.95,5947
3147.22,8315
206.18,7463
3801.38,991
3943.47,1697
199.19,1766
4898.75,2930
3979.56,4759
3029.38,4615
512.64,3856
4804.53,6532
1589.66,4527
3941.1,8887
1358.46,6583
2370.61,3457
2089.43,9519
2041.28,5118
3657.25,7896
172.47,3687
1880.51,7616
3379.33,1143
3236.6,5185
2592.68,9119
2422.56,1285
1410.57,9770
2785.55,3202
2997.18,2819
4080.61,2571
2388.62,3213
3415.72,191
2693.5,6048
2074.25,6434
2648.99,4972
3513.78,2894
4363.4,7566
3034.34,2038
2389.98,1384
1336.93,3121
3600.08,6628
4929.14,5355
346.86,1712
4260.44,2754
2404.78,4491
4217.39,3836
3892.63,3348
4302.23,6855
1612.69,9866
1168.84,6629
4191,4991
1295.06,6333
4205.38,3146
4743.67,7635
2630.9,1870
3325.98,5699
254.46,8158
4600.27,3846
3160.73,5981
4661.66,86
472.49,7415
2409.05,1226
1743.86,9631
1867.06,9071
4947.48,4421
146.89,4414
4078.1,1550
946.07,806
3375.59,8866
967.23,6553
3591.7,5643
2918.37,4875
3776.91,6138
3248.4,1553
3963.05,1437
2883.76,5583
4930.25,627
758.03,3475
1618.92,4724
2134.87,4300
2993.48,9770
2665.78,802
1882.59,4230
3292.78,627
664.71,61
483.67,1511
843.24,1827
3127.58,2512
4464.68,1659
3877.11,6697
3452.05,677
4976.42,8570
2687,4899
3717.01,7923
84.94,972
1649.49,5902
4814.9,4290
4376.89,7012
628.58,5831
740.15,7987
4886.87,2763
971.93,2140
2960.58,476
4178.68,2383
927.69,5672
4113.41,3025
3969.3,7709
15.4,4958
1903.42,213
692.39,9601
424.59,4736
2127.7,9390
4374.56,6479
4118.13,1563
3926.32,5583
1097.51,7495
1185.71,1237
4162.58,3404
752.84,876
1733.55,677
924.5,2249
2054.5,323
431.46,7276
2097.93,8307
3958.8,2813
1109.65,1128
2952.83,2458
1745.16,8975
2647.2,385
333.94,4895
4734.95,4564
2333.64,2009
1518.35,6013
4377.87,2152
509.56,672
1582.11,9387
230.14,3708
2986.33,7146
3111.34,753
3875.58,9751
4440.85,9735
4968.64,9655
2672.72,4645
4807.53,7245
418.05,7627
4849.42,1855
334.42,7981
598.05,6235
2382.38,1521
148.65,7055
4887.23,5541
3014.59,477
1666.83,20
935.13,7857
4936.03,7097
1840.12,8648
4198.39,7293
1496.56,4852
2255.31,9494
368.67,5960
844.48,4486
288.17,8368
2300.27,7627
1265.96,8201
1192.39,2686
3580.15,6288
4693.2,3590
2320.87,1788
2429.53,2255
2401.4,6647
1880.8,146
4968.56,6264
1019.89,6411
201.64,2774
2748.56,1801
3525.28,1485
3694.56,1854
1960.61,3753
1968.82,1624
2492.86,3516
585.77,4896
2346.09,6303
1684.62,657
1083.84,5598
3776.43,5268
1902.14,9138
4352.07,1339
1446.95,5218
3168.17,6352
2902.38,5853
2630.31,3273
3109.74,2214
3089.07,2316
609.74,8679
1763.97,9559
4927,9298
2081.57,7166
2808.72,6167
33.14,5426
1660.64,2431
4365.04,2545
4121.46,7649
641.5,5937
1613.03,8729
4695.38,5769
1620.81,4409
96.49,8380
3614.48,422
990.86,3208
169.45,8530
4721.57,18
2851.63,2961
1563.16,6696
3559.57,6432
4655.99,1392
1530.16,7921
1504.02,6333
651.74,861
4559.87,876
1684.58,204
3476.86,9687
4231.36,5880
390.63,2349
2558.82,5688
4189.36,7288
1496.08,2465
4201.81,9566
961.21,4327
3596.75,7987
4582.34,2034
2597.31,8253
430.6,5972
273.12,1852
4627.53,5237
784.79,2775
2222.2,4068
3427.48,2153
1848.44,6555
1640.75,686
1323.75,5019
4984.73,1983
1984.3,5976
924.01,3634
1726.25,3951
2877.32,8864
1415.62,7542
3872.23,8753
4723.56,2211
2478.88,8321
3890.98,483
1471.56,8399
3188.7,681
1331.22,870
4387.06,3468
667.1,4239
2785.05,3764
3290.3,3506
3306.61,9072
329.88,2145
2036.32,364
1324.5,1249
2191.79,598
2307.26,3446
2710.73,6017
3970.75,333
4588.85,3506
3551.29,7298
4048.07,7883
238.54,2538
3846.06,6391
4225.17,5998
32.09,5058
864.61,4655
4018.26,5816
368.82,307
3475.15,3064
3734.28,3900
18.01,9730
1866.46,1365
1422.85,6143
1691.62,6997
78.54,1696
4671.51,4652
106.79,2184
4837.74,2288
2327.02,2648
3583.41,3211
2353.18,9382
4415.73,24
4411.99,4412
2924.99,1253
2388.09,738
1875.43,2976
1258.75,7485
2213.22,4626
4683.29,4451
1525.69,6525
4862.77,6085
3477.32,1088
450.61,2293
630.77,3240
3168.14,901
3018.89,2694
2272.87,3130
2779.64,2333
3822.63,757
3255.5,3294
524.81,9619
170.86,5888
803.73,9524
2011.57,8537
564.29,5172
831.03,3082
694.55,1261
2998.06,1569
4793.03,159
1583.78,2131
2630.2,1912
208.94,8766
2653.05,1653
4260.11,1979
4815.86,7006
4327.88,7923
3268.1,3132
2343.4,8748
2122.04,8661
590.12,1983
3796.34,2429
4174.38,9120
3277.02,4669
2101.68,5303
3437.72,9717
4159.47,3714
1215.21,2422
3601.43,7129
1408.95,728
4842.33,7752
3807.15,3883
864.37,2012
2425.01,7921
1283.6,4413
1187.95,8578
616.04,4346
2453.61,5760
4085.08,7097
4226.13,5192
4780.26,2341
449.18,6882
4565.47,2705
4840.75,879
4076.73,8980
3795.27,1830
4834.8,8736
4904.29,8176
3998.48,5808
2707.78,7580
1868.46,5033
3915.56,933
2247.94,305
758.94,4059
588.15,2887
4639.71,1924
392.96,6693
2052.68,7051
2852.08,458
3467.8,1376
1479.93,9412
2186.25,473
266.03,1437
2190.97,9120
4588.19,2063
6.33,2513
1876.03,5290
3243.53,8574
1680.84,4501
617.42,5046
543.22,6404
1287.53,4980
2682.67,8735
753.36,5293
4137.14,5714
2230.4,2067
4330.72,5279
3537.54,5454
772.44,1898
1792.09,5528
836.91,4736
462.92,805
2658.26,7908
928.26,9261
4985.85,8462
1268.18,5184
180.42,4464
1383.08,7939
1077.16,2387
1052.11,2060
824.8,9081
4358.66,278
2865.41,2999
3068.52,930
3907.78,5664
3553.52,8942
3526.06,5585
4600.28,491
2043.41,3316
4910.47,5358
1697.85,1086
3018.32,5602
383.46,7293
617.33,8945
954.87,5680
2973.8,8806
4695.06,8069
3041.92,8165
802.08,5124
1342.84,4789
3060.84,3285
3032.63,1389
4697.57,9359
655.93,7910
900.02,4190
4061.76,1454
4839.15,4436
438.01,8262
3769.29,1232
1860.27,488
2106.23,6250
1268.52,7608
4447.89,3161
3611.75,5851
1573.05,6497
4677.48,2438
938.53,4289
4639.12,7473
66.02,1033
3850.06,3850
2582.2,2022
4063.44,8566
1085.61,270
4423.49,9931
2331.13,2687
925.14,9777
3210.11,9822
801.5,4608
3311.65,2094
931.23,7734
4024.97,5163
3800.48,142
1936.8,3820
4065.05,6956
1657.07,9759
4954.43,7363
1721.86,7498
2842.61,1220
1421.88,9573
1925.29,9156
1151.99,3503
2356.85,1646
1704.05,2314
3288.9,5735
4245.15,5986
3644.56,7592
4269.88,8084
3418.4,6900
1233.08,5248
1570.72,1377
2403.29,7254
669.41,9657
2651.53,1853
877.37,6644
2114.45,3866
722.14,2522
4636.66,566
3006.82,1244
3931.68,9517
3246.29,5562
2950.57,1838
1711.99,4214
3420.27,9553
4752.94,3524
2075.88,3650
2401.17,6121
2525.65,6340
3777.72,1683
431.79,1144
3967.92,8616
4785.86,4863
4711.91,9199
977.42,2998
2640.04,8589
2665.09,9197
70.97,9536
3863.45,3957
722.68,9065
2723.52,3213
1909.15,8484
3016.18,965
113.73,3850
1849.49,28
4744.69,9803
4237.63,1684
361.9,4684
3170.86,8330
2469.49,3001
71.91,2035
1079.01,1144
3117.01,1306
1010.63,3093
4022.42,4074
1415.39,4376
1947.45,7698
616.26,6490
721.04,4825
3080.11,2370
2509.95,674
4181.54,6141
1493.91,4442
320.7,5870
1208.54,6661
4137.05,6965
3977.11,4925
3369.16,4455
2793.23,7021
2008.48,1246
3894.13,7071
2028.79,9004
1637.42,8287
1930.93,4050
4440.2,4527
4489.32,1700
4620.83,2660
1117.96,3079
1356.08,254
216.41,9228
3717.97,9903
410.03,4269
2651.56,4113
802.54,6273
2467.95,9193
3654.1,5022
191.55,437
3208.85,9967
909.56,8782
3637.61,4150
3128.54,7257
1510.03,4732
4457.78,4258
4255.47,3808
314.18,9588
528.09,1470
4037.44,4258
4709.2,1074
1565.29,3528
1835.54,9743
643.84,6999
3788.21,1335
4630.11,7343
1583.53,5670
2185.57,279
973.56,2241
916.42,289
4581.08,894
624.89,4429
2730.25,6964
1862.12,6745
1128.09,6908
733.74,8587
3287.35,708
275.77,3729
1369.69,7622
3528.71,8923
2854.93,1218
2499.36,2012
3053.71,9699
2194.56,6287
749.95,4498
50.4,8771
2820.04,1474
3305.05,8729
4945.4,9554
623.35,3440
4343.62,386
91.33,6020
3123.42,4774
432.04,9314
1693.74,7509
708.98,2372
2306.19,9707
1396.08,5709
1774.25,6869
923.95,3562
3163.68,2161
3570.64,6706
4265.53,9404
235.94,1872
1557.35,9954
2949.96,4595
400.29,6050
1741.91,3839
2927.04,5766
4703.48,3314
3011.4,8841
2198.85,3176
2398.11,3426
2287.47,6733
4035.96,7174
3204.01,9762
3763.75,7690
141.49,4155
4060.61,3736
1667.72,9691
1647.33,8802
1522.03,5867
2627.18,6314
4683.44,549
4644.32,3101
210.61,532
616.72,8298
2497.32,3455
577.26,6340
3798.13,486
133.64,8566
3109.63,8114
4496.45,4225
4654.05,1476
4271.29,2971
2612.23,4606
1041.35,8909
2585.73,9116
1063.37,1919
3352.82,9103
4462.16,9588
1758.71,7856
4686.86,8439
2645.56,3330
3211.02,5376
128.02,3161
2688.45,6352
2266.59,9113
530.42,2547
1342.17,5324
3567.7,9163
233.69,7624
2818.09,829
122.69,2202
2695.96,7509
1743.82,6174
1674.78,7327
2965.36,3211
1850.24,596
3705.04,8585
3618.51,3617
505.25,1533
3808.39,8033
4420.51,5239
2645.52,9651
2640.61,2487
4175.68,5640
3169.08,4546
4758.92,3011
3999.51,9117
1100.27,7232
1574.2,3875
2891.09,3253
3510.85,6812
1880.11,7783
1594.44,7603
4860.1,3708
525.08,137
4098.66,7736
3795.29,3494
1737.15,6340
1338.72,3766
1477.19,2720
4605.57,1294
4042.14,632
1023.05,7260
4551.76,6863
2431.66,5163
3952.98,8492
90.19,1231
1410.41,7990
184.11,5254
3988.95,1338
4497.72,8925
271.94,1029
1241.35,2944
637.64,6682
2361.06,8472
4232.46,1946
1537.66,1961
2914.1,7780
4083.53,3908
4049.29,9022
376.96,780
889.36,4951
4352.4,1959
3410.49,7569
4181.78,3393
4356.95,2455
2386.6,8127
4521.2,5300
505.03,26
3521.59,7145
1344.32,7577
3507.43,9264
2780.17,8126
1287.74,3227
3851.62,1804
4411.42,3296
1160.5,9673
2940.28,5356
336.19,5984
2061.89,2850
3322.21,8282
2954.77,5739
2159.17,9498
2699.85,9935
567.48,4976
1128.58,4996
1230.35,2198
3818.78,9480
4734.74,8034
4052.23,530
3253.89,280
1633.3,9220
2275.9,5893
1776.14,3892
1531.07,7513
2565.2,4262
4373.53,9539
2407.53,6123
1410.92,5269
2262.1,660
121.17,6617
4566.97,6603
786.5,4262
538.61,1092
4550.22,2036
2892.19,705
81.54,15
2008.12,8195
2333.4,924
754.41,2807
3411.87,6418
1678.35,2899
3795.24,881
4364.62,7849
4353.48,8187
3764.08,7117
1099.83,4055
4278.33,5411
262.64,6540
4994.36,9654
3836.22,7793
596.67,5794
473.21,929
1029.2,2785
891.51,200
3720.7,7003
2791.24,5985
2975.07,3458
3430.81,337
4214.87,976
4728.17,6790
903.69,292
1398.1,9958
1259.29,9457
2323.4,3727
1278.84,4253
4167.8,936
181.2,9942
3879.25,8004
313.89,7153
1632.76,1653
1033.58,970
1631.36,8278
26.68,7262
4873.15,4604
4490.42,9756
4444.01,542
4798.21,7925
1858.95,3683
4233.15,5476
3250.54,3637
2406.61,5914
221.24,3201
4625.87,6618
588.37,6154
4164.18,2363
1758.13,9685
4184.36,6158
889.32,1733
1177.24,6777
4168.1,9468
4914.6,1844
3485.87,9424
1888.26,1580
4780.08,2448
931.32,604
3687.41,2939
2674.94,7801
558.07,8473
2741.74,7989
4930.72,5773
1235.32,1415
1630.6,4358
2971.61,5957
3090.27,6789
2292.86,855
1093.9,6078
1520.36,394
2653.65,4927
2990.08,6079
3387.3,449
4750.82,5549
64.63,2612
1080.96,7175
3760.24,6476
1123.97,7036
3675.32,1185
2485.82,8576
1877.82,3288
3963.92,4208
2550.63,8859
1225.23,7172
4915.59,2747
4771.54,784
2971.7,7521
4843.7,5340
937.85,2506
2324.76,2773
2772.29,6519
587.11,1526
2769.8,5311
3647.95,7767
3957.25,2137
4862.69,3917
4277.9,5158
1965.46,188
4913.98,7688
433.46,1869
1599.09,3637
132.42,2897
764.21,3849
4749.49,1859
259.35,9416
2216.85,3926
3571.1,9618
3907.76,3495
2879.43,577
2562.05,5110
4945.11,9129
3623.8,9878
428.44,2153
593.28,6326
1911.54,6557
2094.8,5731
4451.02,8963
3077.98,9703
1993.15,8126
3143.5,7749
2358.53,6134
3219.41,169
4244.77,705
434.95,9741
3023.87,7663
4885.36,237
3494.89,7974
2254.44,7111
4133.02,435
4147.1,2593
2953.78,7696
3706.41,1647
2195.73,4300
1219.55,9966
901.73,2163
2749.31,2803
1044.24,2066
3633.15,6023
3567.96,5412
2326,6057
3395.16,9154
4906.73,5150
4243.91,8206
4025.43,1147
2889.15,9580
845.35,8170
4873.82,8822
3644.12,5987
2055.91,8496
3851.99,7392
62.98,673
776.31,8832
4321.26,5162
1793.26,7526
2667.39,7458
192.01,3870
3983.48,8742
3847.33,436
653.15,3677
3802.77,3795
3570.13,7773
295.94,8666
2624.31,5836
395.31,3525
4847.37,2264
1128.16,8525
431.49,7249
3494.12,9656
4691.72,9910
3687.63,9056
2501.12,4315
4312.78,5481
767.05,1932
4204.14,2644
3745.04,1410
2850.58,6353
779.83,3834
894.42,7103
2971.51,2803
262.73,7922
1111.68,2479
3281.02,1739
2892.66,5990
1755.75,2086
4191.75,265
504.51,1075
3259.2,9440
4856.97,9437
3986.52,5450
309.81,7364
1821.54,2182
4992.7,2589
83.71,7608
1593.18,5629
2634.79,780
3170.61,5746
3844.24,7084
77.87,3437
3237.17,9977
3.69,9614
2236.99,2786
2735.77,2265
2506.96,9973
634.62,5075
1203.97,2180
210.72,4718
1969.44,1032
278.14,7187
2809.8,3137
2337.95,4781
1171.56,6574
1073.74,6628
4702.55,8387
2549.92,7310
2719.11,8416
4322.64,4819
2468.87,4691
3492.83,9038
2652.69,9121
1240.8,6256
919.33,442
2191.25,717
1658.77,8498
2810.27,5710
1368.45,6250
2569.52,7837
420.99,497
3359.24,9892
92.41,9901
4674.78,2035
709.84,4348
519.97,738
226.59,5940
1161.71,3951
1777.08,3087
731.91,3102
3593.35,8006
1741.63,9444
1230.43,9874
2683.47,8045
3908.39,4145
2882.05,2970
2626.79,5733
3259.93,9279
3004.2,9344
1322.52,5860
4515.81,4397
4852.1,9089
3948.62,3694
4518.4,7934
4194.38,1727
1888.14,7910
3233.83,1263
408.41,7728
1855.7,472
924.83,5257
1191.92,5173
92.74,5960
478.21,7504
1325.32,3404
4546.87,7283
798.64,2962
2191.2,504
4103.66,7914
1391.51,688
56.62,9878
1661.36,6043
1110.3,1292
1757.19,2804
135.4,8847
923.3,1279
2035.5,4605
2196,6920
3725.53,6471
3451.85,8794
1696.34,4172
2549.47,813
1739.83,6670
3527.21,8900
1484.12,5236
4602.8,5055
1764.08,7344
1514.67,9364
3029.74,7198
4921.83,2181
2848.08,6127
4174.46,3862
1298.8,5258
4266.87,9887
669.48,317
1432.87,3361
2787.24,1270
852.8,9214
4668.4,5125
2717.26,3390
4295.79,5820
1402.42,6793
2021.23,6093
2966.63,20
2856.82,9568
4433.83,9206
4484.69,7379
2813.98,124
1611.07,4836
1574.19,6024
4995.7,4467
4278.55,9977
228.58,8073
3083.09,1199
4189.63,3613
1484.74,9099
239.99,5733
3027.99,8711
1399.35,8286
1223.41,8324
2913.51,2343
1843.28,1541
1008.14,7269
1403.64,1166
386.65,808
1179.5,9894
58.78,3815
3921.61,5767
1237.79,4708
3314.58,2253
3294.69,9922
4883.46,9793
1633.5,106
950.84,7391
2259.03,1098
1747.54,9745
4595.64,8358
3276.68,5611
1228.61,3789
2298.75,6723
4369.53,4638
1291.22,23
3619.37,163
955.56,2241
1330.96,5908
1567.09,5250
983.5,7861
1415.02,2435
411.34,5459
4267.69,9288
2370.96,129
316.93,3171
4421.22,5128
3254.82,2813
158.79,7200
84.2,8840
3739.59,1032
1954.52,3539
4423.62,858
2687.48,7585
365.87,1076
1043.72,4293
2801.15,6666
2936.89,1816
1777.8,2916
1413.44,7368
2060.08,8247
4412.31,9917
3360.12,5354
2818.85,5639
3196.03,7411
1918.84,3759
3287.4,7290
1653.01,8797
4904.49,9026
4648.19,3801
2109.58,5757
2712.76,677
250.07,9304
131.32,4477
3649.44,7055
4240.51,544
2075.88,2653
449.44,680
35.34,1069
3608.18,3953
857.55,6674
1475.53,9015
3634,6278
3489.15,3773
989.98,1246
4872.55,954
3732.88,3521
3555.81,446
3810.96,2453
1822.28,8465
1319.84,261
1927.42,2927
2549.97,4795
1544.7,4941
4656.19,6664
2636.41,7005
2540.29,8749
887.76,6083
156.41,1142
201.78,4882
4035.65,7123
437.77,3085
3755.49,1355
1658.53,8438
3192.9,7482
1292.19,5276
4302.89,4690
1869.58,7689
4349.53,4692
3966.54,4241
1207.66,7068
1651.38,4289
3827.51,3090
1160.22,7860
1819.82,1128
4858.26,1572
2234.58,7848
1934.94,7481
1099.15,6867
3827.05,12
4012.71,6189
753.51,9073
4672.36,3854
1971.74,5494
4252.97,178
3727.59,4755
1266.41,8194
2570.72,6753
872.62,2296
2563.29,2493
3739.18,1612
1297.5,9086
1391.95,500
1643.58,4178
3723.4,5151
2831.03,4922
1112.32,372
2032.01,8151
1185.62,3449
4423.48,8661
2245.52,2826
2853.49,7994
1165.13,1156
2636.05,7880
3342.3,761
819.67,5124
3937.42,3045
4470,1181
4564.75,3421
965.42,9859
3888.63,6353
4107.11,51
974.42,5407
527.75,8023
4727.34,6495
3384.05,8381
3539.77,7058
423.83,5841
4828.54,4195
1473.62,6525
161.27,8357
3698.87,6745
2359.08,1909
1536.07,5867
1832.82,358
926.46,133
1451.59,2001
1997.33,3401
3195.7,5623
879.09,8523
3171.92,1130
4153.24,742
403.6,8759
3289.32,2004
4193.67,654
2602.49,6606
4932.57,2628
2673.27,917
4159.68,8223
3846.5,7290
1478.22,8805
2320.39,8464
612.64,8333
3083.62,222
4593.49,3271
1051.82,8652
4904.45,1320
2352.78,762
188.3,8382
2021.32,3554
3719.52,4059
4302.34,9807
3574.5,3279
1378.17,208
1121.97,5425
2131.73,3338
1419.06,4084
3472.29,6471
2391.51,5537
4881.88,5381
3408.79,5870
3672.49,1447
3388.12,5279
2407.93,2991
1023.48,5335
422.89,717
995.77,6585
2074.92,7592
830.65,7633
3393.77,670
3473.36,4828
4314.35,9977
1737.18,6402
1045.63,603
4311.41,3383
3301.65,2498
2709.3,3607
4889.76,3655
504.78,1373
1623.42,3752
299.98,9368
3163.97,4170
1120.95,286
3374.96,8469
3368.81,2045
4185.09,1991
1362.99,8605
1143.34,1256
4190.85,5150
2783.8,7496
2965.14,2145
15.38,9366
4398.92,4256
3974.87,5414
4211.19,4958
2482.82,8812
759.45,4660
796.98,4325
2104.41,2560
4939.24,1053
253.55,3130
3433.71,9318
3519.28,2735
616.33,4541
158.95,3609
3697.26,5556
871.12,3463
3395.49,2850
565.16,2994
2394.72,623
2749.05,4101
3069.96,6011
2698.24,2631
1170.38,2750
2667,4135
127.51,4453
4368.65,2862
236.15,9171
2888.37,4748
3539.12,490
507.26,6221
2697.28,2715
1054.27,3875
46.76,8370
3129.66,8654
1682.75,2867
452.68,7435
3186.29,5035
3257.81,9744
4473.91,8844
1579.67,2836
4423.04,8778
903.94,7360
1389.45,4665
348.11,525
2759.36,5759
4070.11,7664
257.35,923
3540.35,7005
1860.87,9456
1407.43,5459
4756.28,7090
3454.96,4646
900.34,377
4363.14,5656
4913.46,656
3836.33,1889
4197.7,9051
1914.85,5552
4257.16,94
2869.38,4870
918.24,2068
2597.59,1928
3467.15,9268
3092.45,2708
4332.51,6276
3852.52,9304
854.02,1138
4147,5921
1791.84,2051
490.41,2710
910.91,4045
1722.07,4381
4110.34,8806
340.5,9155
338.51,532
2963.37,2016
314.36,1175
3941.02,7352
402.56,7891
2753.56,7144
4381.22,2972
3128.22,5082
4432.57,3916
3078.66,5118
2670.45,6667
2145.1,9549
1046.17,8161
4612.84,3034
4908.5,4998
3164.56,5855
3901.78,1548
1105.62,741
2636.57,4757
357.34,3415
4265.29,1018
2616.75,4983
728.23,124
1880.42,7075
1144.84,7324
3231.59,9832
2601.9,719
871.81,229
113.33,8867
1782.53,4066
1043.38,2921
4092.05,5633
1603.54,7647
4500.87,5520
2744.11,2746
1603.67,6296
4361.17,2569
1357.7,7370
357.27,1381
2902.11,756
665.33,7586
1431.91,4069
3811.22,2591
3832.64,8943
917.73,2469
4266.87,8352
4736.75,3630
3026.5,9448
4636.81,3689
3485.64,5577
2508.45,9452
159.96,7184
3480.32,2477
1921.29,6613
2084.91,265
811.48,6957
3499.09,4458
4371.25,4223
3704.54,1435
422.91,9743
4703.12,33
1594.34,2324
4977.17,68
4408.3,6770
1539.59,6008
92.56,6484
663.27,4312
459.26,6902
1461.12,6490
1114.31,3066
1827.47,6397
4715.92,6601
2559.43,9589
2302.41,2871
4604.12,7147
2766.92,6180
3491.83,6559
2023.6,7924
4668.8,3944
2521.1,9154
4013.53,8738
390.88,2691
112.9,7952
3640.72,440
2610.19,2548
1358.39,4142
918.38,5058
1669.82,2572
363.43,3409
3701.16,3247
2070.56,3296
1515.28,8467
3997.65,2382
2833.32,7579
1210.09,3912
1762.83,882
2269.31,4693
4645.34,5726
4115.82,9988
4526.59,1825
1624.24,4590
702.62,3005
4589.05,2092
775.27,1661
4442.9,9857
4474.62,6626
3658.59,7370
3707.36,896
4092.73,1669
2770.65,2997
2250.31,7212
2196.51,7903
3334.62,7649
1467.85,6526
1090.61,5138
2946.23,2732
4947.06,4034
997.77,995
1291.62,8248
2909.55,2224
1712.36,1795
4720.2,5932
3058.62,8616
1029.3,2776
1171.68,688
4731.14,1896
1218.46,9873
3896.53,3612
2014.48,5473
772.23,6406
852.92,1519
371.92,919
120.68,5951
3986.31,4018
4309.77,1785
3931.37,7212
2219.39,5768
975.33,8604
4626.54,9006
1968.96,9628
3061.19,102
1112.42,2196
4484.47,2896
1638.88,7886
4750.14,2789
2223.64,4839
209.6,104
4527.39,2720
174.51,2448
512.74,1106
1425.37,4373
2228.01,6253
4460.67,8638
1222.16,9431
3935.18,4191
849.69,8110
1666.35,4651
477.43,9924
4862.98,8407
2479.3,6177
4412.39,7728
1207.48,3174
4798.95,5763
4722.46,2581
3404.23,2256
994.12,571
3407.25,3220
816.05,232
3070.14,8102
2633.02,4278
902.4,7358
4970.15,3856
1263.06,2814
3635.65,7094
2960.47,831
483.16,1358
2968.65,3428
4021.76,9736
1600.98,3218
3528.72,2005
1289.34,8455
